device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,triggers
2816023673,2619242831,"(-0.1219509020447731, 0.530173659324646)","(-343.31689453125, 149.2301025390625, 47.478267669677734)",1,4.431915283203125,1,"(-38.19827651977539, 49.68136215209961, 758.8270263671875)",1,"(-0.15425370633602142, 0.4624921679496765)","(-361.1480407714844, 168.97781372070312, 54.6658935546875)",1,4.605133056640625,1,"(0.5578768253326416, 60.738258361816406, 759.71142578125)",1, 
2816054148,2619273306,"(-0.1292320042848587, 0.5442693829536438)","(-347.3360900878906, 145.11732482910156, 45.98137664794922)",1,4.414459228515625,1,"(-39.652549743652344, 49.55861282348633, 758.7616577148438)",1,"(-0.13870173692703247, 0.484093576669693)","(-352.5633544921875, 162.67507934570312, 52.371826171875)",1,4.5897674560546875,1,"(-1.0616073608398438, 60.89012145996094, 759.6988525390625)",1, 
2816084117,2619303274,"(-0.11118078976869583, 0.4766561686992645)","(-337.37176513671875, 164.84512329101562, 53.16166687011719)",1,4.618560791015625,1,"(-40.86778259277344, 49.44037628173828, 758.748291015625)",1,"(-0.1503063142299652, 0.4467235505580902)","(-358.9690856933594, 173.57872009277344, 56.34039306640625)",1,4.592010498046875,1,"(-2.145660877227783, 60.92415237426758, 759.804443359375)",1, 
2816114573,2619333730,"(-0.11893795430660248, 0.5326722264289856)","(-341.65374755859375, 148.5010528564453, 47.212921142578125)",1,4.4051513671875,1,"(-41.69852828979492, 49.46466827392578, 759.1961059570312)",1,"(-0.08768652379512787, 0.4576345980167389)","(-324.4029541015625, 170.39512634277344, 55.18174743652344)",1,4.3035125732421875,1,"(-2.8136649131774902, 61.08184051513672, 760.4470825195312)",1, 
2816144523,2619363680,"(-0.13016776740550995, 0.5491729378700256)","(-347.85260009765625, 143.68658447265625, 45.46062469482422)",1,4.4280853271484375,1,"(-42.43337631225586, 49.78178405761719, 761.80615234375)",1,"(-0.09815821051597595, 0.437110036611557)","(-330.183349609375, 176.38368225097656, 57.361385345458984)",1,4.3245849609375,1,"(-3.2987582683563232, 61.41432189941406, 763.2466430664062)",1, 
2816174998,2619394155,"(-0.11294867098331451, 0.5506587028503418)","(-338.3476867675781, 143.2530517578125, 45.302860260009766)",1,4.477508544921875,1,"(-43.065799713134766, 50.230159759521484, 764.1337280273438)",1,"(-0.10351850092411041, 0.43434423208236694)","(-333.1422119140625, 177.190673828125, 57.655086517333984)",1,4.32696533203125,1,"(-3.646280288696289, 61.86343002319336, 765.5945434570312)",1, 
2816204930,2619424087,"(-0.07435368001461029, 0.489952951669693)","(-317.04327392578125, 160.96546936035156, 51.74959945678711)",1,4.4491729736328125,1,"(-43.766902923583984, 50.94487762451172, 766.7540283203125)",1,"(-0.07253658026456833, 0.4489794373512268)","(-316.04022216796875, 172.92050170898438, 56.10090255737305)",1,4.361572265625,1,"(-4.148701190948486, 62.58671569824219, 768.5648193359375)",1, 
2816234890,2619454047,"(-0.07227695733308792, 0.5053278207778931)","(-315.8968505859375, 156.4794464111328, 50.1168098449707)",1,4.4398345947265625,1,"(-44.70317840576172, 51.567222595214844, 768.5218505859375)",1,"(-0.07775649428367615, 0.4286419153213501)","(-318.92156982421875, 178.8544464111328, 58.260677337646484)",1,4.3626708984375,1,"(-4.948822021484375, 63.157989501953125, 770.6734619140625)",1, 
2816264849,2619484006,"(-0.07992978394031525, 0.4962697923183441)","(-320.1212463378906, 159.12237548828125, 51.07877731323242)",1,4.44732666015625,1,"(-45.68190383911133, 52.053951263427734, 770.9476928710938)",1,"(-0.08697138726711273, 0.4086412489414215)","(-324.0082092285156, 184.69017028808594, 60.384700775146484)",1,4.3798065185546875,1,"(-5.867105484008789, 63.635013580322266, 773.225830078125)",1, 
2816295306,2619514463,"(-0.08277370035648346, 0.4974047541618347)","(-321.6910705566406, 158.79122924804688, 50.958229064941406)",1,4.461212158203125,1,"(-46.57008743286133, 52.35359191894531, 772.5720825195312)",1,"(-0.07752865552902222, 0.3897487223148346)","(-318.79583740234375, 190.20254516601562, 62.39098358154297)",1,4.3759307861328125,1,"(-6.790782928466797, 63.917049407958984, 774.76708984375)",1, 
