device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,triggers
8366130593,163075438549,"(-0.07268938422203064, 1.5706108808517456)","(-316.12451171875, -154.34304809570312, -63.0133056640625)",1,5.0209503173828125,1,"(-87.57637786865234, -107.0217056274414, 676.2371826171875)",1,"(-0.018022647127509117, 1.398720145225525)","(-285.9485168457031, -104.189697265625, -44.75895309448242)",1,5.1450653076171875,1,"(-35.245506286621094, -99.92320251464844, 680.055908203125)",1, 
8366146832,163075454775,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(-0.035981327295303345, 1.3787530660629272)","(-295.8616943359375, -98.3637924194336, -42.63851547241211)",1,5.245513916015625,1,"(-35.418521881103516, -99.91854858398438, 680.021728515625)",1, 
8366163472,163075471390,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0, 
8366180513,163075488402,"(0.14457137882709503, 1.020989179611206)","(-196.19659423828125, 6.022608280181885, -4.644979953765869)",1,4.9798583984375,1,"(-87.795166015625, -106.94425964355469, 678.60107421875)",1,"(0.1799372136592865, 0.9133467674255371)","(-176.6746826171875, 37.429969787597656, 6.786317348480225)",1,5.32708740234375,1,"(-35.455352783203125, -99.54852294921875, 682.1544189453125)",1, 
8366196752,163075504626,"(0.18751531839370728, 0.9431971907615662)","(-172.49156188964844, 28.720327377319336, 3.616323947906494)",1,5.039520263671875,1,"(-87.6018295288086, -106.83765411376953, 678.4053955078125)",1,"(0.23289014399051666, 0.8439657092094421)","(-147.4446563720703, 57.6735954284668, 14.154407501220703)",1,5.342010498046875,1,"(-35.220333099365234, -99.3725814819336, 681.8656005859375)",1, 
8366213392,163075521260,"(0.38097164034843445, 0.5997071862220764)","(-65.70365905761719, 128.94200134277344, 40.093994140625)",1,5.2230224609375,1,"(-86.53458404541016, -106.28943634033203, 676.5335083007812)",1,"(0.3988077938556671, 0.6283941864967346)","(-55.85808181762695, 120.57183074951172, 37.04756546020508)",1,5.3069000244140625,1,"(-34.44998550415039, -98.85602569580078, 680.154296875)",1, 
8366230433,163075538295,"(0.4109678864479065, 0.5583544373512268)","(-49.14574432373047, 141.0076446533203, 44.485599517822266)",1,5.169342041015625,1,"(-86.09494018554688, -106.26922607421875, 675.8712158203125)",1,"(0.41969525814056396, 0.5910851955413818)","(-44.32818603515625, 131.4576416015625, 41.009620666503906)",1,5.2752227783203125,1,"(-34.05149459838867, -98.77894592285156, 679.623046875)",1, 
8366246672,163075554529,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(0.41876599192619324, 0.6088957190513611)","(-44.841182708740234, 126.26099395751953, 39.118194580078125)",1,5.2316741943359375,1,"(-33.87936782836914, -98.72985076904297, 679.0262451171875)",1, 
8366263312,163075571163,"(0.41905686259269714, 0.5610721707344055)","(-44.68061447143555, 140.2146759033203, 44.19694519042969)",1,5.0464019775390625,1,"(-85.61310577392578, -106.39558410644531, 675.4074096679688)",1,"(0.4118536710739136, 0.5892964601516724)","(-48.65678405761719, 131.9795684814453, 41.19955825805664)",1,5.1803131103515625,1,"(-33.493465423583984, -98.83014678955078, 678.9378662109375)",1, 
8366280353,163075588199,"(0.4174281060695648, 0.5773618817329407)","(-45.579708099365234, 135.46177673339844, 42.467037200927734)",1,4.9975433349609375,1,"(-85.0708236694336, -106.50480651855469, 675.2718505859375)",1,"(0.4126409590244293, 0.592985987663269)","(-48.222171783447266, 130.9030303955078, 40.80778121948242)",1,5.099884033203125,1,"(-32.95166015625, -98.8533706665039, 678.7542724609375)",1, 
